#,keyword,country,difficulty,volume,cpc,cps,parent keyword,last update,serp features,global volume,traffic potential,nu,com,net,dk,checking_date
649,krebinetter,dk,3,10000,0.5,1.02,krebinetter,27/01/2022 02:43,"Top stories,Thumbnails,People also ask,Sitelinks,Videos",11000,2700,1,1,1,0,29-01-2022 09:52:54
650,krunker,dk,50,10000,,1.22,krunker,23/01/2022 16:18,"Sitelinks,Knowledge panel",3510000,14000,1,0,0,1,29-01-2022 09:51:47
651,bi,dk,2,10000,12.0,0.29,bi,23/01/2022 04:13,"People also ask,Sitelinks,Knowledge panel,Top stories,Videos",934000,1600,0,1,1,0,29-01-2022 09:53:03
652,fisketegn,dk,14,10000,0.4,1.13,fisketegn,27/01/2022 12:23,"People also ask,Sitelinks,Image pack,Knowledge panel",11000,14000,1,1,1,0,29-01-2022 09:48:12
653,1,dk,34,10000,0.7,0.52,1,26/01/2022 12:51,"Thumbnails,Top stories,Videos,Sitelinks,Image pack",6730000,1100,0,1,1,0,29-01-2022 09:50:17
654,yeezy,dk,1,10000,0.2,0.8,yeezy,24/01/2022 07:00,"Sitelinks,Image pack,People also ask,Top stories,Videos",2340000,4500,0,0,0,0,29-01-2022 09:47:27
655,kylling,dk,2,10000,0.4,0.42,kylling,26/01/2022 20:47,"Top stories,Thumbnails,Sitelinks,Videos,Knowledge panel",23000,1400,0,0,0,0,29-01-2022 09:51:17
656,burberry,dk,0,10000,0.3,0.75,burberry,27/01/2022 08:08,"Adwords top,Sitelinks,Knowledge panel",2270000,6700,0,0,0,0,29-01-2022 09:48:12
657,link,dk,22,10000,1.9,0.66,linkedin,24/01/2022 13:29,"Sitelinks,Image pack",11030000,469000,0,0,0,0,29-01-2022 09:50:01
658,remee,dk,0,10000,0.1,0.51,remee,27/01/2022 05:43,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",14000,5100,1,0,0,0,29-01-2022 09:52:09
659,myflixer,dk,34,10000,,,myflixer,26/01/2022 20:20,"Sitelinks,People also ask",2330000,3500,1,0,0,1,29-01-2022 09:51:21
660,musvitten,dk,2,10000,0.0,0.42,musvitten,23/01/2022 06:42,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",10000,1700,1,1,1,0,29-01-2022 09:53:31
661,thisted,dk,43,10000,0.45,0.29,thisted kommune,27/01/2022 19:52,"Sitelinks,People also ask,Top stories,Videos,Image pack,Knowledge panel",13000,8200,1,0,0,0,29-01-2022 09:52:55
662,pige,dk,4,10000,0.25,0.62,pige,24/01/2022 21:17,"Image pack,People also ask,Sitelinks,Top stories,Videos",23000,2100,0,0,0,0,29-01-2022 09:51:06
663,next,dk,5,10000,0.2,0.85,next kbh,24/01/2022 09:52,"Adwords top,Sitelinks,People also ask,Image pack",10110000,5600,0,0,0,0,29-01-2022 09:53:18
664,gul,dk,12,10000,0.7,0.92,gul og gratis,25/01/2022 00:10,"Sitelinks,Image pack",89000,450000,0,0,0,0,29-01-2022 09:47:21
665,dsr,dk,1,10000,0.2,0.88,dsr,25/01/2022 15:04,"Sitelinks,People also ask,Knowledge panel",84000,11000,0,0,0,0,29-01-2022 09:50:13
666,vinylgulv,dk,0,10000,1.1,1.32,vinylgulv,24/01/2022 08:42,"Shopping results,Thumbnails,People also ask,Sitelinks,Top stories,Videos",16000,4500,1,0,1,0,29-01-2022 09:50:57
667,c20,dk,1,10000,1.2,1.0,aktiekurser,23/01/2022 14:09,Sitelinks,62000,113000,1,0,0,0,29-01-2022 09:52:37
668,thingiverse,dk,34,10000,2.0,1.0,thingiverse,27/01/2022 21:17,"Sitelinks,Knowledge panel",1560000,11000,1,0,0,1,29-01-2022 09:51:14
669,te,dk,13,9900,0.45,0.53,te,24/01/2022 14:18,"Knowledge panel,Top stories,Thumbnails,People also ask,Sitelinks",1440000,3200,0,1,1,0,29-01-2022 09:54:49
670,vin,dk,59,9900,1.1,0.61,andrup vin,26/01/2022 14:03,"People also ask,Top stories,Thumbnails,Image pack,Knowledge panel",321000,11000,0,0,0,0,29-01-2022 09:52:04
671,mulberry,dk,21,9900,0.15,0.82,mulberry,25/01/2022 04:59,"Sitelinks,People also ask,Knowledge panel,Image pack",495000,2800,1,0,0,0,29-01-2022 09:51:35
672,??????,dk,93,9900,0.02,0.42,??????,24/01/2022 19:04,"Sitelinks,Image pack",91310000,1300,-1,-1,-1,-1,29-01-2022 09:49:17
673,vest,dk,0,9900,0.6,0.35,vest,26/01/2022 15:24,"Sitelinks,Image pack",351000,3900,0,0,0,0,29-01-2022 09:50:13
674,lykkebylykke,dk,0,9900,0.02,1.01,lykkebylykke,23/01/2022 14:09,"Adwords top,Sitelinks,Knowledge panel,Top stories,Thumbnails,Videos,Image pack",10000,7300,1,1,1,0,29-01-2022 09:47:21
675,skiver,dk,0,9900,0.5,0.73,skiver,27/01/2022 22:56,"People also ask,Image pack,Top stories,Thumbnails,Videos",16000,2800,1,0,1,0,29-01-2022 09:51:45
676,terminsberegner,dk,2,9800,0.7,1.3,terminsberegner,28/01/2022 10:14,"People also ask,Image pack",10000,13000,1,1,1,0,29-01-2022 09:52:21
677,s21,dk,0,9800,0.0,0.21,samsung s 21,27/01/2022 00:24,"Sitelinks,People also ask,Top stories,Videos",1330000,13000,1,0,0,0,29-01-2022 09:52:48
678,lisen,dk,0,9800,0.01,0.9,lisen,27/01/2022 17:07,Sitelinks,18000,7800,0,0,0,0,29-01-2022 09:47:43
679,lyngby,dk,24,9800,0.45,0.28,lyngby boldklub,27/01/2022 20:10,"Sitelinks,People also ask,Tweet box,Image pack,Knowledge panel",28000,7200,0,0,0,0,29-01-2022 09:54:34
680,priss,dk,0,9800,0.02,1.06,priss,27/01/2022 12:05,"Sitelinks,People also ask",18000,24000,1,0,0,0,29-01-2022 09:51:20
681,vendsyssel,dk,28,9800,0.45,0.66,sparekassen vendsyssel,26/01/2022 22:10,"Sitelinks,Image pack,Knowledge panel",13000,80000,0,0,0,0,29-01-2022 09:55:24
682,persiennerne,dk,0,9800,1.2,,persienner,27/01/2022 07:13,"People also ask,Sitelinks,Top stories,Videos",9800,12000,1,1,1,1,29-01-2022 09:52:10
683,venstre,dk,19,9700,0.35,0.78,venstre,26/01/2022 20:17,"Sitelinks,People also ask,Tweet box,Image pack,Knowledge panel",22000,6500,0,0,0,0,29-01-2022 09:53:54
684,erhversstyrelsen,dk,6,9700,0.0,0.74,erhvervsstyrelsen,24/01/2022 13:59,"Sitelinks,People also ask,Knowledge panel",9800,23000,1,1,1,0,29-01-2022 09:47:33
685,billetlugen,dk,2,9700,0.8,1.04,billetlugen,28/01/2022 05:04,"Sitelinks,Image pack,Knowledge panel",10000,11000,1,0,1,0,29-01-2022 09:48:39
686,miele,dk,4,9700,0.25,0.81,miele,27/01/2022 05:06,"Sitelinks,People also ask,Knowledge panel",594000,7900,0,0,0,0,29-01-2022 09:49:33
687,gilleleje,dk,4,9700,1.0,0.31,gilleleje,26/01/2022 19:03,"People also ask,Sitelinks,Image pack,Knowledge panel",13000,2200,0,0,0,0,29-01-2022 09:55:32
688,putin,dk,17,9700,0.0,0.43,putin,26/01/2022 13:18,"Sitelinks,Top stories,Videos,Image pack,Knowledge panel",1260000,4400,0,0,0,0,29-01-2022 09:47:49
689,ferie,dk,48,9700,0.8,0.56,borger.dk feriepenge,27/01/2022 01:47,"People also ask,Image pack",38000,81000,0,0,0,0,29-01-2022 09:48:56
690,q,dk,19,9600,1.7,0.38,q,27/01/2022 09:52,"Sitelinks,Top stories,Videos,Image pack,Knowledge panel",4220000,500,0,1,1,0,29-01-2022 09:54:23
691,fynsstifttidende,dk,2,9600,0.0,0.95,fyens,27/01/2022 05:13,"Sitelinks,People also ask,Knowledge panel",9600,227000,1,1,1,0,29-01-2022 09:47:49
692,expert,dk,0,9600,0.2,0.92,expert,27/01/2022 23:04,"Sitelinks,Knowledge panel",1220000,11000,0,0,0,0,29-01-2022 09:51:19
693,jeep,dk,2,9600,0.15,0.61,jeep,27/01/2022 13:31,"Adwords top,Sitelinks,People also ask,Knowledge panel",3560000,2300,0,0,0,0,29-01-2022 09:48:00
694,klejne,dk,2,9600,0.0,0.38,klejner,23/01/2022 18:05,"Top stories,Thumbnails,People also ask,Knowledge panel,Videos",9700,2900,1,1,1,0,29-01-2022 09:53:05
695,nummer,dk,1,9600,0.04,0.4,nummer,23/01/2022 12:27,"People also ask,Sitelinks,Top stories,Videos,Image pack",30000,1000,0,0,0,0,29-01-2022 09:54:46
696,triumph,dk,2,9600,0.6,0.84,triumph,24/01/2022 22:28,"Sitelinks,Knowledge panel",1160000,3700,0,0,0,0,29-01-2022 09:55:57
697,wix,dk,0,9500,1.2,1.06,wix,24/01/2022 12:21,"Sitelinks,People also ask,Knowledge panel",3490000,13000,1,0,0,0,29-01-2022 09:53:05
698,chip,dk,61,9500,0.8,0.41,chip,25/01/2022 04:34,"People also ask,Sitelinks,Knowledge panel",303000,3200,0,0,0,0,29-01-2022 09:50:48
699,puf,dk,1,9500,0.5,1.18,puf,27/01/2022 01:59,"Image pack,Sitelinks",140000,7800,0,0,0,0,29-01-2022 09:53:43
700,limmeregner,dk,11,9500,,,lommeregner,23/01/2022 03:18,"Knowledge card,Sitelinks,Image pack",9500,59000,1,1,1,1,29-01-2022 09:48:06
701,tillykke,dk,0,9500,0.45,0.27,tillykke,25/01/2022 02:56,"Image pack,Sitelinks,People also ask,Top stories,Videos",12000,800,0,0,0,0,29-01-2022 09:52:27
702,pung,dk,1,9500,0.7,0.84,pung,27/01/2022 14:39,Sitelinks,38000,4900,0,0,0,0,29-01-2022 09:55:34
703,dmx,dk,0,9500,0.01,0.55,dmx,23/01/2022 17:35,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",5220000,4300,0,0,0,0,29-01-2022 09:48:17
704,ugenr,dk,12,9500,0.0,0.95,uge nr,24/01/2022 22:57,Sitelinks,9700,122000,0,1,1,0,29-01-2022 09:53:34
705,yu,dk,0,9500,0.02,0.83,yu,24/01/2022 17:17,"Top stories,Videos,Sitelinks,Knowledge panel,Image pack",1530000,7700,0,1,1,0,29-01-2022 09:53:40
706,egypten,dk,3,9500,0.7,0.4,egypten,24/01/2022 18:32,"Sitelinks,People also ask,Knowledge panel,Image pack",27000,900,0,0,0,0,29-01-2022 09:54:38
707,fur,dk,12,9400,0.8,0.52,fur,25/01/2022 14:40,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",193000,1300,1,0,0,0,29-01-2022 09:47:27
708,kgi,dk,3,9400,0.25,1.01,kgi,24/01/2022 01:54,"Sitelinks,Knowledge panel,Top stories,Videos",46000,6900,0,0,0,0,29-01-2022 09:49:51
709,klejner,dk,1,9400,0.15,1.22,klejner,27/01/2022 17:39,"Top stories,Thumbnails,Sitelinks,Videos,Adwords bottom,Knowledge panel",10000,2800,1,0,1,0,29-01-2022 09:54:28
710,lemvig,dk,24,9400,0.6,0.32,lemvig,27/01/2022 23:30,"Sitelinks,People also ask,Image pack,Knowledge panel",11000,4600,0,0,0,0,29-01-2022 09:55:24
711,tide,dk,61,9400,0.15,0.3,tide,26/01/2022 21:43,"Sitelinks,Image pack,Top stories,Videos,Knowledge panel",382000,1100,0,0,0,0,29-01-2022 09:52:15
712,rs,dk,8,9400,0.05,0.9,rs components,27/01/2022 18:58,"Sitelinks,Knowledge panel",914000,22000,0,1,1,0,29-01-2022 09:55:51
713,supervin,dk,1,9400,2.0,0.98,supervin,25/01/2022 08:05,"Sitelinks,People also ask,Knowledge panel,Image pack",9900,9300,1,0,0,0,29-01-2022 09:52:38
714,perler,dk,3,9400,0.4,0.64,perler,25/01/2022 12:00,"People also ask,Shopping results,Thumbnails,Sitelinks,Top stories,Videos",38000,1700,1,0,0,0,29-01-2022 09:50:23
715,kviknet,dk,3,9400,0.25,1.07,kviknet,25/01/2022 08:00,"Sitelinks,People also ask",9700,8800,1,1,0,0,29-01-2022 09:51:27
716,0,dk,2,9400,,0.6,0,27/01/2022 17:28,"Sitelinks,People also ask,Top stories,Videos,Image pack",2650000,4600,1,1,1,1,29-01-2022 09:51:19
717,velux,dk,15,9400,1.7,0.84,velux,25/01/2022 12:52,"Sitelinks,People also ask,Knowledge panel",280000,11000,0,0,0,0,29-01-2022 09:51:08
718,streetview,dk,24,9300,0.01,0.68,google street view,25/01/2022 15:10,"Sitelinks,People also ask,Knowledge panel",522000,7900,0,0,0,0,29-01-2022 09:51:51
719,vielsesring,dk,4,9300,0.6,0.86,vielsesringe,25/01/2022 12:07,"People also ask,Sitelinks,Image pack",9600,10000,1,0,0,0,29-01-2022 09:49:05
720,jbl,dk,0,9300,0.3,0.86,jbl,28/01/2022 07:10,"Adwords top,Sitelinks,People also ask",2000000,7200,0,0,0,0,29-01-2022 09:50:56
721,+,dk,2,9300,0.0,0.46,+,24/01/2022 20:17,"Image pack,Sitelinks",3430000,700,1,1,1,1,29-01-2022 09:55:50
722,rumdeler,dk,0,9300,0.6,1.37,rumdeler,24/01/2022 07:44,"Image pack,Sitelinks",9500,5800,1,1,1,0,29-01-2022 09:50:47
723,vueling,dk,2,9300,0.15,0.98,vueling,28/01/2022 13:04,"Sitelinks,People also ask,Knowledge panel",1640000,8100,0,0,0,0,29-01-2022 09:54:18
724,piger,dk,1,9300,,0.54,piger,25/01/2022 10:36,"Image pack,Top stories,Videos,Sitelinks",21000,1000,0,0,1,0,29-01-2022 09:50:50
725,budgeting,dk,84,9300,0.0,0.44,budgeting,25/01/2022 03:59,"Featured snippet,People also ask,Knowledge panel,Sitelinks",249000,1400,1,0,0,1,29-01-2022 09:50:42
726,gf,dk,9,9300,0.2,0.78,gf forsikring,26/01/2022 23:29,Sitelinks,986000,46000,0,1,1,0,29-01-2022 09:50:07
727,brt,dk,0,9300,0.0,0.57,brt,28/01/2022 12:37,"People also ask,Sitelinks,Knowledge panel",467000,5100,0,0,0,0,29-01-2022 09:55:41
728,nrgi,dk,0,9300,0.03,0.95,nrgi,23/01/2022 02:57,"Adwords top,Sitelinks,People also ask,Knowledge panel",10000,7000,1,0,0,0,29-01-2022 09:55:55
729,guldpriser,dk,12,9200,0.35,1.37,guldpriser,27/01/2022 12:53,"Featured snippet,People also ask,Sitelinks,Image pack",10000,8600,0,0,0,0,29-01-2022 09:48:18
730,thiele,dk,0,9200,0.15,0.85,thiele,24/01/2022 11:35,"Sitelinks,Knowledge panel",19000,11000,0,0,0,0,29-01-2022 09:53:20
731,deepl,dk,11,9200,,1.04,translation,27/01/2022 06:30,"Sitelinks,Knowledge panel",12240000,30000,1,0,0,1,29-01-2022 09:51:10
732,rsv,dk,2,9200,0.35,0.59,rsv,26/01/2022 14:25,"People also ask,Image pack,Knowledge panel",970000,1800,0,0,0,0,29-01-2022 09:47:27
733,biden,dk,89,9200,0.0,0.41,joe biden,23/01/2022 04:24,"Sitelinks,Knowledge panel,Top stories,Videos",4420000,41000,0,0,0,0,29-01-2022 09:51:40
734,hus,dk,54,9200,0.7,0.31,huscompagniet,27/01/2022 20:57,Image pack,154000,27000,0,0,0,0,29-01-2022 09:55:12
735,excel,dk,12,9200,0.6,0.53,excel,27/01/2022 01:51,"Sitelinks,People also ask,Knowledge panel",2500000,2600,0,0,0,0,29-01-2022 09:54:06
736,ucn,dk,2,9200,0.06,0.94,ucn,26/01/2022 14:03,"Adwords top,Sitelinks,People also ask",66000,12000,1,0,0,0,29-01-2022 09:48:23
737,leklint,dk,9,9200,0.15,0.91,le klint,25/01/2022 05:49,"Sitelinks,People also ask,Knowledge panel,Image pack",11000,19000,1,0,0,0,29-01-2022 09:54:34
738,stress,dk,86,9100,1.0,0.82,stress symptomer,25/01/2022 02:30,"Sitelinks,People also ask",739000,14000,0,0,0,0,29-01-2022 09:55:28
739,lingeri,dk,33,9100,0.7,1.36,lingeri,27/01/2022 16:52,"Shopping results,Thumbnails,Sitelinks,Image pack",47000,3500,0,0,0,0,29-01-2022 09:55:40
740,missguided,dk,81,9100,0.08,1.03,missguided,24/01/2022 15:24,"Sitelinks,Knowledge panel,Image pack",1820000,9300,1,0,0,0,29-01-2022 09:54:20
741,gemini,dk,65,9100,0.6,0.34,gemini,27/01/2022 00:47,"Sitelinks,Knowledge panel",1830000,700,0,0,0,0,29-01-2022 09:56:14
742,pittbull,dk,21,9100,0.1,0.15,pitbull,25/01/2022 04:40,"Image pack,Sitelinks,People also ask,Top stories,Videos,Knowledge panel",63000,900,1,0,1,1,29-01-2022 09:55:43
743,kkik,dk,15,9100,0.3,1.02,kkik,24/01/2022 17:58,"Knowledge panel,People also ask,Sitelinks,Image pack",11000,9700,1,0,0,0,29-01-2022 09:51:29
744,tidende,dk,51,9100,0.0,1.06,bornholms tidende,25/01/2022 05:27,"Sitelinks,Knowledge panel,Image pack",9400,47000,1,0,0,0,29-01-2022 09:49:39
745,tv2nyhederne,dk,39,9000,0.06,1.03,tv2 nyhederne,26/01/2022 21:06,"Sitelinks,People also ask",9300,2460000,1,1,1,1,29-01-2022 09:54:11
746,tigerspring,dk,0,9000,0.25,1.11,tigerspring,25/01/2022 05:36,"People also ask,Sitelinks,Image pack",9500,3400,1,0,0,0,29-01-2022 09:48:59
747,utube,dk,90,9000,0.25,0.88,youtube,27/01/2022 19:11,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",1650000,3640000,1,0,0,0,29-01-2022 09:55:29
748,bybiehl,dk,0,9000,0.05,1.02,bybiehl,26/01/2022 17:17,"Adwords top,Sitelinks,Image pack",10000,9500,0,0,0,0,29-01-2022 09:53:27
749,xnxxx,dk,26,9000,0.04,1.01,xnxxx,27/01/2022 15:43,Sitelinks,12340000,5800,1,0,0,1,29-01-2022 09:52:48
750,gris,dk,10,9000,0.9,0.23,gris,24/01/2022 03:58,"Sitelinks,Top stories,Videos,Knowledge panel,People also ask",254000,1000,0,0,0,0,29-01-2022 09:49:12
751,nudister,dk,0,8900,0.25,1.19,nudister,23/01/2022 05:28,"Sitelinks,Knowledge panel",40000,7800,1,0,1,0,29-01-2022 09:51:55
752,isfugl,dk,2,8900,0.15,0.46,isfugl,27/01/2022 15:16,"People also ask,Top stories,Videos,Sitelinks,Knowledge panel",11000,1400,1,1,1,0,29-01-2022 09:54:19
753,kvik,dk,3,8900,0.02,0.83,kvik køkken,26/01/2022 18:46,"Sitelinks,People also ask,Knowledge panel",46000,29000,0,0,0,0,29-01-2022 09:54:31
754,frederikssund,dk,23,8900,0.8,0.33,frederikssund kommune,24/01/2022 07:02,"Sitelinks,Knowledge panel,Image pack",10000,7600,1,0,1,0,29-01-2022 09:48:33
755,billund,dk,54,8900,0.4,0.49,billund lufthavn,27/01/2022 18:29,"Sitelinks,People also ask,Image pack,Knowledge panel",45000,32000,1,0,0,0,29-01-2022 09:51:02
756,dmr,dk,0,8900,0.15,0.91,motorregister,26/01/2022 16:57,"Sitelinks,People also ask",99000,41000,0,0,0,0,29-01-2022 09:49:05
757,chips,dk,0,8900,0.7,0.28,chips,26/01/2022 20:36,"Top stories,Thumbnails,Sitelinks,People also ask,Videos,Knowledge panel",1000000,1100,0,0,0,0,29-01-2022 09:51:21
758,friheden,dk,9,8900,0.01,0.8,tivoli friheden,24/01/2022 19:08,"Knowledge panel,People also ask,Sitelinks,Top stories,Videos",10000,33000,1,0,0,0,29-01-2022 09:48:15
759,ntv,dk,80,8900,0.05,0.91,ntv,28/01/2022 09:06,"Sitelinks,Knowledge panel",11100000,8300,0,0,0,0,29-01-2022 09:54:48
760,ugle,dk,0,8900,0.9,0.28,ugle,28/01/2022 12:55,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",21000,1300,1,0,0,0,29-01-2022 09:55:12
761,dumplings,dk,0,8900,0.4,0.46,dumplings,27/01/2022 01:10,"Top stories,Thumbnails,Sitelinks,Videos,Knowledge panel",589000,3100,1,0,0,0,29-01-2022 09:55:09
762,bd,dk,52,8900,0.5,0.81,bd,24/01/2022 14:43,"Adwords top,Sitelinks,Knowledge panel",546000,18000,0,1,1,0,29-01-2022 09:50:51
763,udestue,dk,2,8800,0.8,1.28,udestue,26/01/2022 14:48,"Image pack,People also ask,Sitelinks,Top stories,Videos",9100,7800,0,0,1,0,29-01-2022 09:56:07
764,bikinier,dk,0,8800,0.25,1.17,bikini,24/01/2022 23:51,Sitelinks,13000,13000,1,0,1,0,29-01-2022 09:47:21
765,nft,dk,87,8800,0.0,0.49,nft,27/01/2022 12:51,"People also ask,Sitelinks,Top stories,Videos,Knowledge panel",2770000,3300,0,0,0,0,29-01-2022 09:54:44
766,ptsd,dk,0,8800,1.0,0.67,cptsd,24/01/2022 13:56,"People also ask,Sitelinks,Image pack",1110000,4400,1,0,0,0,29-01-2022 09:54:05
767,jung,dk,2,8800,0.0,0.43,jung,24/01/2022 16:57,"Top stories,Videos,Sitelinks,People also ask,Knowledge panel",184000,1100,0,0,0,0,29-01-2022 09:56:13
768,tjekbil,dk,5,8800,0.3,1.04,tjek nummerplade,27/01/2022 01:41,"Sitelinks,People also ask,Image pack,Knowledge panel",9100,111000,0,0,0,0,29-01-2022 09:50:55
769,jupiter,dk,9,8800,1.1,0.47,jupiter,26/01/2022 12:56,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",1480000,2200,0,0,0,0,29-01-2022 09:48:50
770,plex,dk,0,8800,0.06,1.01,plex,27/01/2022 09:02,"Sitelinks,People also ask,Knowledge panel",860000,9200,0,0,0,0,29-01-2022 09:50:37
771,tjekkiet,dk,1,8800,1.1,0.35,tjekkiet,23/01/2022 20:15,"Sitelinks,People also ask,Knowledge panel,Image pack",9400,700,1,1,1,0,29-01-2022 09:51:52
772,energistyrelsen,dk,2,8800,0.02,0.89,energistyrelsen,27/01/2022 07:42,"Sitelinks,People also ask,Image pack",9100,7300,1,1,1,0,29-01-2022 09:54:38
773,stumptjener,dk,0,8800,,0.53,stumtjener,27/01/2022 22:49,"Shopping results,Thumbnails,Image pack,Sitelinks,Top stories,Videos",8800,2400,1,1,1,1,29-01-2022 09:49:23
774,hundeweb,dk,3,8700,0.0,1.05,dansk kennel klub,28/01/2022 02:06,"Sitelinks,Image pack",8900,1300,1,0,0,0,29-01-2022 09:48:39
775,pussy,dk,18,8700,0.1,0.39,pussy,24/01/2022 08:34,Sitelinks,2290000,1900,0,0,0,0,29-01-2022 09:54:53
776,jesus,dk,2,8700,1.4,0.37,jesus,28/01/2022 12:05,"People also ask,Sitelinks,Top stories,Videos",2230000,900,0,0,0,0,29-01-2022 09:54:18
777,re,dk,12,8700,0.0,0.59,re,27/01/2022 04:36,"Sitelinks,Top stories,Videos",1470000,1700,0,1,1,0,29-01-2022 09:51:25
778,multi,dk,1,8700,0.0,0.91,multi,26/01/2022 17:01,Sitelinks,175000,14000,0,0,0,0,29-01-2022 09:51:23
779,yify,dk,65,8700,0.6,1.24,yify,23/01/2022 19:19,"Sitelinks,Knowledge panel",1760000,15000,1,0,0,1,29-01-2022 09:48:01
780,fgu,dk,14,8600,,0.88,fgu,27/01/2022 05:33,"People also ask,Sitelinks,Top stories,Videos",24000,3300,0,0,0,0,29-01-2022 09:55:44
781,singul,dk,0,8600,0.04,,singul,26/01/2022 14:05,"Shopping results,Thumbnails,Adwords top,Knowledge card,Sitelinks",9200,2800,1,0,1,0,29-01-2022 09:54:07
782,penis,dk,0,8600,0.9,0.4,penis,23/01/2022 07:38,"Sitelinks,People also ask",2900000,1700,1,0,0,0,29-01-2022 09:49:32
783,rejse,dk,74,8600,0.35,0.6,apollorejser,27/01/2022 16:50,"Adwords top,People also ask,Sitelinks,Image pack",9300,45000,0,0,0,0,29-01-2022 09:53:06
784,exit,dk,26,8600,0.25,0.4,exit serie,25/01/2022 04:04,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos,Thumbnails",416000,3000,0,0,0,0,29-01-2022 09:55:05
785,pltr,dk,64,8600,,,pltr stock,26/01/2022 18:25,"Knowledge card,Sitelinks,Image pack,Knowledge panel",1570000,6700,0,0,0,0,29-01-2022 09:52:37
786,juicing,dk,52,8600,0.5,0.67,juicing,24/01/2022 06:19,"Knowledge panel,Top stories,Videos,Thumbnails,Sitelinks",128000,2100,1,0,0,0,29-01-2022 09:48:50
787,ebdk,dk,0,8600,0.15,0.96,ekstrabladet,24/01/2022 12:21,"Sitelinks,People also ask",10000,10800000,1,0,0,0,29-01-2022 09:52:30
788,berlinmuren,dk,2,8600,0.3,0.59,berlinmuren,27/01/2022 18:39,"People also ask,Sitelinks,Top stories,Videos,Thumbnails,Knowledge panel",24000,6600,1,1,1,0,29-01-2022 09:53:59
789,divergent,dk,0,8600,0.6,0.49,divergent,24/01/2022 03:07,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",979000,400,1,0,0,0,29-01-2022 09:49:34
790,sunhed,dk,13,8600,0.0,0.88,sundhed.dk,26/01/2022 14:11,Sitelinks,8700,760000,0,0,1,0,29-01-2022 09:50:29
791,guld,dk,41,8600,0.6,0.4,guld,28/01/2022 00:03,"People also ask,Sitelinks,Top stories,Videos,Thumbnails,Knowledge panel",31000,3200,0,0,0,0,29-01-2022 09:51:36
792,sundhedsministeriet,dk,34,8600,0.0,0.87,sundhedsministeriet,27/01/2022 14:06,"Sitelinks,Tweet box,Knowledge panel",8700,11000,1,1,1,0,29-01-2022 09:52:04
793,retnemt,dk,5,8600,0.07,1.0,retnemt,23/01/2022 10:04,"Adwords top,Sitelinks,People also ask,Knowledge panel,Top stories,Videos",8700,21000,1,0,1,0,29-01-2022 09:47:49
794,lundbeck,dk,15,8600,0.35,0.75,lundbeck,26/01/2022 20:20,"Sitelinks,People also ask",22000,6300,0,0,0,0,29-01-2022 09:49:18
795,tingbjerg,dk,1,8500,0.0,0.39,tingbjerg,23/01/2022 18:58,"People also ask,Knowledge panel,Sitelinks,Top stories,Videos",8900,1700,0,0,1,0,29-01-2022 09:50:36
796,pele,dk,36,8500,0.07,0.6,pele,23/01/2022 15:20,"Sitelinks,People also ask,Knowledge panel,Image pack",1430000,4300,1,0,0,0,29-01-2022 09:53:55
797,xxn,dk,1,8500,0.15,0.96,xxn,23/01/2022 11:56,Sitelinks,7240000,7200,1,0,0,1,29-01-2022 09:53:08
798,pixlr,dk,49,8500,0.04,1.14,pixlr,27/01/2022 16:47,"Sitelinks,People also ask,Knowledge panel",1240000,14000,1,0,0,0,29-01-2022 09:49:08
799,kindgirls,dk,63,8500,0.2,1.1,kindgirls,25/01/2022 04:33,Sitelinks,958000,11000,1,0,0,1,29-01-2022 09:51:44
800,juicer,dk,1,8500,0.6,0.95,juicer,28/01/2022 12:12,"People also ask,Sitelinks,Image pack",681000,5100,1,0,0,0,29-01-2022 09:49:12
801,????????,dk,0,8500,0.0,0.11,prevodach,26/01/2022 20:20,"Knowledge card,Sitelinks,Image pack",5780000,300,-1,-1,-1,-1,29-01-2022 09:50:18
802,tilbud,dk,54,8500,0.1,0.82,mine tilbud,23/01/2022 22:01,"People also ask,Sitelinks",13000,54000,0,0,0,0,29-01-2022 09:52:40
803,up,dk,6,8500,0.05,0.51,vw up,27/01/2022 12:07,"People also ask,Top stories,Videos,Sitelinks,Knowledge panel",2800000,11000,0,1,1,0,29-01-2022 09:56:15
804,juuce,dk,0,8500,0.07,1.07,juuce,27/01/2022 21:29,"Shopping results,Thumbnails,Adwords top,Sitelinks,Top stories,Videos,Image pack,Knowledge panel",16000,4900,1,0,1,0,29-01-2022 09:53:40
805,hue,dk,8,8500,0.5,0.43,philips hue,23/01/2022 17:41,"Sitelinks,People also ask",287000,19000,0,0,0,0,29-01-2022 09:48:44
806,herlev,dk,26,8500,0.8,0.26,herlev kommune,24/01/2022 23:00,"Sitelinks,People also ask,Knowledge panel,Image pack",10000,5400,0,0,0,0,29-01-2022 09:48:06
