#,keyword,country,difficulty,volume,cpc,cps,parent keyword,last update,serp features,global volume,traffic potential,nu,com,net,dk,checking_date
163,??????????,dk,89,37000,0.3,0.16,??????????,27/01/2022 00:45,"Knowledge card,Sitelinks",83250000,1600,-1,-1,-1,-1,29-01-2022 09:55:30
920,??????????,dk,40,7600,0.0,0.21,??????????,28/01/2022 14:58,"Knowledge card,Sitelinks",5690000,400,-1,-1,-1,-1,29-01-2022 09:55:30
164,gm,dk,76,37000,0.15,0.11,gmail,28/01/2022 11:15,"Sitelinks,Image pack,Knowledge panel",6880000,52000,0,1,1,0,29-01-2022 09:52:32
165,shell,dk,3,37000,0.5,0.67,shell,24/01/2022 20:38,"Sitelinks,People also ask,Knowledge panel",4010000,21000,0,0,0,0,29-01-2022 09:55:11
166,druk,dk,6,37000,0.0,0.18,druk,24/01/2022 07:16,"People also ask,Knowledge panel,Sitelinks,Top stories,Videos",168000,5100,0,0,0,0,29-01-2022 09:53:29
167,stylepit,dk,3,36000,0.02,1.0,stylepit,23/01/2022 06:45,"Sitelinks,Knowledge panel,Image pack",44000,15000,1,0,1,0,29-01-2022 09:53:30
168,m,dk,36,36000,1.9,0.45,mmm,25/01/2022 15:08,"Sitelinks,Knowledge panel",10430000,11000,0,1,1,0,29-01-2022 09:49:59
169,billeder,dk,22,36000,0.35,0.23,search by image,27/01/2022 03:53,"Image pack,People also ask,Sitelinks,Top stories,Videos,Thumbnails",38000,11000,0,0,1,0,29-01-2022 09:53:23
170,sinnerup,dk,0,35000,0.25,0.99,sinnerup,28/01/2022 12:15,"Adwords top,Sitelinks,Knowledge panel",37000,31000,1,0,0,0,29-01-2022 09:50:00
171,fisse,dk,0,35000,0.08,1.07,fisse,25/01/2022 02:57,Sitelinks,40000,8000,0,0,1,0,29-01-2022 09:52:51
172,bilder,dk,0,35000,,0.26,bilder,23/01/2022 09:59,"Image pack,Sitelinks",7120000,1700,0,0,0,1,29-01-2022 09:55:10
173,hunde,dk,37,35000,0.6,0.4,hunde til salg,27/01/2022 17:47,"Sitelinks,Knowledge panel",271000,21000,1,0,0,0,29-01-2022 09:51:03
174,',dk,16,35000,0.0,0.68,',25/01/2022 02:48,Sitelinks,1250000,7400,1,1,1,1,29-01-2022 09:53:20
175,wetter,dk,93,35000,0.08,0.51,wetter,28/01/2022 14:15,Sitelinks,47630000,13000,0,0,0,0,29-01-2022 09:49:46
176,fields,dk,2,35000,0.1,0.73,fields,23/01/2022 13:31,"Sitelinks,Knowledge panel",203000,12000,1,0,0,0,29-01-2022 09:48:56
177,h,dk,0,34000,2.5,0.43,h,28/01/2022 04:25,"Sitelinks,Top stories,Videos,Image pack,Knowledge panel",8290000,4500,0,1,1,0,29-01-2022 09:49:45
178,mit3f,dk,0,34000,0.45,1.05,mit3f,25/01/2022 04:59,"People also ask,Sitelinks",34000,39000,1,0,1,0,29-01-2022 09:56:08
179,s,dk,12,34000,0.15,0.32,s,24/01/2022 18:20,"Sitelinks,Image pack,People also ask",10000000,7100,0,1,1,0,29-01-2022 09:54:40
180,sunser,dk,0,34000,,,sunset,24/01/2022 12:00,"Sitelinks,People also ask,Knowledge panel",35000,50000,1,0,0,1,29-01-2022 09:56:08
181,futbin,dk,26,34000,1.1,1.09,futbin,28/01/2022 14:58,"Sitelinks,Image pack",3790000,60000,1,0,0,1,29-01-2022 09:47:27
182,kfc,dk,1,34000,0.2,0.63,kfc,28/01/2022 06:32,"Sitelinks,People also ask,Knowledge panel",14180000,24000,0,0,0,0,29-01-2022 09:54:58
183,feriemidler,dk,0,34000,,,indefrosne feriepenge,25/01/2022 02:29,"Sitelinks,People also ask,Image pack",34000,79000,1,1,1,0,29-01-2022 09:55:12
184,skechers,dk,1,33000,0.4,1.02,skechers,26/01/2022 23:45,"Adwords top,Sitelinks,People also ask,Shopping results,Thumbnails,Knowledge panel",4130000,34000,0,0,0,0,29-01-2022 09:52:27
185,sn,dk,0,33000,0.0,0.97,sn,24/01/2022 12:08,"Sitelinks,Knowledge panel",598000,84000,0,1,1,0,29-01-2022 09:49:28
186,pip,dk,37,32000,0.15,0.96,pip,27/01/2022 08:07,"Sitelinks,Knowledge panel",398000,51000,0,0,0,0,29-01-2022 09:48:17
187,pieces,dk,1,32000,0.2,0.98,pieces,23/01/2022 22:57,Sitelinks,463000,24000,1,0,0,0,29-01-2022 09:51:07
188,p3,dk,9,32000,0.3,1.0,p3,23/01/2022 19:16,"Sitelinks,Knowledge panel",183000,59000,0,1,1,0,29-01-2022 09:51:19
189,feltet,dk,4,32000,0.0,1.02,feltet,26/01/2022 16:13,"Sitelinks,Top stories,Thumbnails,Videos,Knowledge panel",33000,28000,1,0,1,0,29-01-2022 09:55:41
190,q8,dk,3,32000,0.1,0.72,q8,27/01/2022 20:29,"Sitelinks,People also ask,Knowledge panel",360000,10000,1,1,1,0,29-01-2022 09:51:03
191,fdm,dk,29,32000,0.6,0.94,fdm,26/01/2022 23:40,"Sitelinks,People also ask,Tweet box,Knowledge panel",146000,27000,1,0,0,0,29-01-2022 09:50:47
192,123mc,dk,1,31000,0.03,0.99,123mc,26/01/2022 21:32,"Sitelinks,Image pack",33000,25000,1,0,0,0,29-01-2022 09:54:35
193,dhl,dk,21,31000,0.5,0.86,dhl,24/01/2022 10:01,"Sitelinks,People also ask,Knowledge panel,Image pack",9650000,24000,0,0,0,0,29-01-2022 09:52:43
195,by,dk,28,31000,0.2,0.51,by,23/01/2022 02:19,"People also ask,Sitelinks,Top stories,Videos",752000,14000,0,1,1,0,29-01-2022 09:51:08
196,365,dk,18,31000,0.8,0.99,office 365,28/01/2022 04:39,Sitelinks,3110000,197000,0,0,0,0,29-01-2022 09:51:27
197,smiley,dk,9,31000,0.6,0.33,smiley,24/01/2022 19:12,"Knowledge panel,People also ask,Top stories,Videos",1010000,7300,0,0,0,0,29-01-2022 09:48:44
198,smykker,dk,6,31000,0.6,1.04,smykker,27/01/2022 16:47,"People also ask,Image pack",46000,9100,0,0,0,0,29-01-2022 09:47:50
199,speedline,dk,0,30000,0.2,1.01,speedline,24/01/2022 20:43,"Adwords top,Sitelinks,Knowledge panel,Top stories,Videos",45000,11000,1,0,0,0,29-01-2022 09:54:14
200,nets,dk,26,30000,0.45,0.94,nets,26/01/2022 23:16,"Sitelinks,People also ask,Knowledge panel",2360000,30000,0,0,0,0,29-01-2022 09:52:25
201,biltem,dk,2,30000,0.01,0.67,biltema,27/01/2022 14:38,"Sitelinks,People also ask,Image pack,Knowledge panel",801000,495000,1,0,0,1,29-01-2022 09:51:29
202,julefeber,dk,0,30000,,,oh land youtube,27/01/2022 09:45,"People also ask,Sitelinks,Knowledge panel",30000,0,1,1,1,1,29-01-2022 09:51:58
203,n,dk,0,30000,0.15,0.63,net,23/01/2022 17:31,"Sitelinks,Top stories,Videos,Image pack",7570000,44000,0,1,1,0,29-01-2022 09:55:01
204,med24,dk,2,30000,0.03,1.01,med24,28/01/2022 01:24,"Adwords top,Sitelinks,People also ask,Image pack,Knowledge panel",38000,34000,1,0,0,0,29-01-2022 09:53:31
205,is,dk,55,30000,0.7,0.33,hjemis,27/01/2022 03:04,"Sitelinks,Top stories,Videos,Knowledge panel",4120000,51000,0,1,1,0,29-01-2022 09:54:27
206,jul,dk,12,30000,0.3,0.37,jul,28/01/2022 02:30,"People also ask,Sitelinks,Top stories,Videos,Knowledge panel",465000,3800,0,0,0,0,29-01-2022 09:48:55
207,imusic,dk,3,30000,0.04,1.04,imusic,23/01/2022 03:02,"Sitelinks,Knowledge panel",69000,26000,0,0,0,0,29-01-2022 09:50:23
208,flixbus,dk,2,30000,0.04,1.02,flixbus,28/01/2022 06:58,"Sitelinks,People also ask,Knowledge panel",1890000,28000,0,0,0,0,29-01-2022 09:53:48
209,helsebixen,dk,0,30000,0.05,0.99,helsebixen,24/01/2022 03:07,"Sitelinks,Knowledge panel,Image pack",30000,28000,1,0,1,0,29-01-2022 09:48:33
210,test,dk,40,30000,0.7,0.45,coronaprøver,26/01/2022 22:11,"Sitelinks,Image pack",6500000,230000,0,0,0,0,29-01-2022 09:47:38
211,slides,dk,62,29000,1.3,0.03,google slidess,24/01/2022 13:31,"Sitelinks,Knowledge panel",1630000,1800,1,0,0,0,29-01-2022 09:47:33
212,d,dk,9,29000,1.2,0.38,dr,25/01/2022 10:41,Sitelinks,6910000,1590000,0,1,1,0,29-01-2022 09:50:15
213,milf,dk,33,29000,0.45,0.97,milf,27/01/2022 22:03,Sitelinks,4200000,21000,0,0,0,0,29-01-2022 09:48:05
214,quint,dk,0,29000,0.25,0.99,quint,25/01/2022 08:05,"Adwords top,Sitelinks,People also ask,Image pack",76000,27000,1,0,0,0,29-01-2022 09:50:10
215,burger,dk,0,28000,2.0,0.39,burger,27/01/2022 20:01,"Top stories,Thumbnails,Sitelinks,Videos,Knowledge panel",1860000,5900,0,0,0,0,29-01-2022 09:53:12
216,quizlet,dk,34,28000,0.04,1.01,quizlet,27/01/2022 22:32,"Sitelinks,Knowledge panel",3930000,26000,1,0,0,0,29-01-2022 09:52:41
217,r,dk,92,28000,1.5,0.46,r,28/01/2022 12:07,"Sitelinks,Top stories,Videos,Knowledge panel",6580000,11000,0,1,1,0,29-01-2022 09:50:17
218,bts,dk,89,28000,0.04,0.48,bts,23/01/2022 08:19,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",17150000,7100,0,0,0,0,29-01-2022 09:50:19
219,fynsstiftidende,dk,3,28000,0.0,1.03,fyens,26/01/2022 12:58,"Sitelinks,People also ask,Knowledge panel",28000,227000,1,1,1,1,29-01-2022 09:52:33
220,psg,dk,48,28000,0.5,0.49,psg,23/01/2022 15:21,"Sitelinks,Knowledge panel,Top stories,Videos",22010000,5700,0,0,0,0,29-01-2022 09:50:57
221,f1,dk,87,28000,0.6,1.11,f1,25/01/2022 08:39,"Sitelinks,Knowledge panel",11060000,47000,0,1,1,0,29-01-2022 09:51:58
222,c25,dk,6,28000,0.7,1.0,c25 index,28/01/2022 14:25,"Knowledge card,Sitelinks,People also ask,Image pack",70000,13000,1,0,0,0,29-01-2022 09:52:06
223,cyberpunk,dk,69,28000,0.0,0.66,cyberpunk 2077,26/01/2022 14:13,"Top stories,Videos,People also ask,Sitelinks,Knowledge panel",1620000,19000,0,0,0,0,29-01-2022 09:48:44
224,etsy,dk,81,27000,0.1,0.96,etsy,25/01/2022 05:05,"Adwords top,Sitelinks,Knowledge panel",21870000,25000,0,0,0,0,29-01-2022 09:49:00
225,fcm,dk,14,27000,0.25,0.81,fcm,27/01/2022 12:58,"Sitelinks,Tweet box,Top stories,Videos,Thumbnails,Image pack,Knowledge panel",155000,27000,0,0,0,0,29-01-2022 09:55:33
226,v,dk,44,27000,0.45,0.35,v,27/01/2022 13:29,"Sitelinks,Top stories,Videos,People also ask,Knowledge panel",7710000,4700,0,1,1,0,29-01-2022 09:51:08
227,tips13,dk,0,27000,0.03,1.19,tips 13,27/01/2022 00:25,"Sitelinks,Knowledge panel",27000,55000,1,0,1,0,29-01-2022 09:50:51
228,shelter,dk,3,27000,0.4,0.65,shelter,27/01/2022 19:10,"Shopping results,Thumbnails,Sitelinks,People also ask,Top stories,Videos,Knowledge panel",331000,21000,0,0,0,0,29-01-2022 09:48:54
229,hjerter,dk,0,26000,0.3,0.29,hjerter,28/01/2022 11:09,"Top stories,Videos,Sitelinks,Shopping results,Thumbnails,Knowledge panel",29000,2900,1,0,1,0,29-01-2022 09:54:31
230,menu,dk,21,26000,0.2,0.78,meny,23/01/2022 02:19,"Sitelinks,Image pack",807000,100000,0,0,0,0,29-01-2022 09:55:07
231,likedin,dk,2,26000,0.0,0.92,linkedin,26/01/2022 23:34,"Sitelinks,Knowledge panel",481000,469000,1,0,0,1,29-01-2022 09:52:18
232,ditur,dk,1,26000,0.01,1.03,ditur,26/01/2022 23:37,"Sitelinks,Top stories,Videos,Knowledge panel",27000,35000,1,0,1,0,29-01-2022 09:54:50
233,btc,dk,94,26000,1.6,0.58,btc,24/01/2022 01:41,"Knowledge card,Knowledge panel,Sitelinks,Top stories,Videos,Thumbnails",10260000,4400,0,0,0,0,29-01-2022 09:48:06
234,memes,dk,4,26000,0.09,0.32,memes,25/01/2022 00:44,"People also ask,Knowledge panel,Sitelinks",4280000,1400,0,0,0,0,29-01-2022 09:47:55
235,minsu,dk,0,26000,0.0,1.11,su,24/01/2022 21:24,"Sitelinks,People also ask",29000,113000,1,0,0,0,29-01-2022 09:52:57
236,hjerte,dk,3,26000,0.15,0.26,hjerte,27/01/2022 14:15,"Image pack,People also ask,Sitelinks,Shopping results,Thumbnails",45000,900,1,0,0,0,29-01-2022 09:53:51
237,sunweb,dk,2,26000,0.02,1.03,sunweb,27/01/2022 02:19,"Adwords top,Sitelinks,People also ask,Knowledge panel",289000,10000,0,0,0,0,29-01-2022 09:50:20
238,flybillet,dk,50,26000,0.7,0.99,flybillet,24/01/2022 00:11,"People also ask,Sitelinks",27000,8600,1,0,0,0,29-01-2022 09:50:57
239,bild,dk,0,26000,1.0,0.98,bild,24/01/2022 23:12,"Sitelinks,Knowledge panel",30410000,31000,0,0,0,0,29-01-2022 09:49:40
240,k,dk,22,26000,6.0,0.3,k,26/01/2022 18:07,"Thumbnails,Top stories,Videos,Sitelinks,Image pack",6480000,3000,0,1,1,0,29-01-2022 09:50:47
241,livesex,dk,86,26000,,1.2,chaturbate,23/01/2022 00:50,,3180000,185000,0,0,0,0,29-01-2022 09:53:26
242,brunch,dk,0,26000,0.4,0.72,brunch,27/01/2022 03:00,"People also ask,Top stories,Thumbnails,Knowledge panel",1760000,16000,1,0,0,0,29-01-2022 09:48:50
243,p,dk,3,26000,1.3,0.42,p,25/01/2022 14:02,"Sitelinks,Top stories,Videos,Image pack",10650000,3700,0,1,1,0,29-01-2022 09:56:00
244,l,dk,0,25000,2.0,0.36,l,28/01/2022 13:55,"Sitelinks,Top stories,Videos,Image pack,Knowledge panel",9940000,5000,0,1,1,0,29-01-2022 09:49:49
245,bent,dk,0,25000,0.0,0.5,bent,24/01/2022 06:19,"Sitelinks,People also ask",96000,11000,0,0,0,0,29-01-2022 09:49:38
246,cykel,dk,45,25000,0.45,0.79,cykel,28/01/2022 08:18,"Sitelinks,Image pack",87000,7700,0,0,0,0,29-01-2022 09:49:23
247,tdc,dk,52,25000,0.15,0.91,tdc,24/01/2022 19:57,"Sitelinks,People also ask,Knowledge panel",154000,21000,0,0,0,0,29-01-2022 09:48:01
248,neye,dk,0,25000,0.07,0.98,neye,25/01/2022 05:06,"Sitelinks,People also ask,Knowledge panel",29000,23000,0,0,0,0,29-01-2022 09:47:55
249,ur,dk,36,25000,0.5,0.52,ditur,23/01/2022 01:46,"Sitelinks,Image pack",457000,35000,0,1,1,0,29-01-2022 09:54:05
250,ug,dk,53,25000,0.5,1.0,ug,26/01/2022 16:08,"Sitelinks,People also ask",299000,59000,0,1,1,0,29-01-2022 09:49:56
251,kunet,dk,0,25000,2.5,1.06,kunet,26/01/2022 20:25,"Sitelinks,People also ask",27000,46000,1,0,0,0,29-01-2022 09:50:12
252,btdk,dk,0,25000,0.35,0.91,bt,24/01/2022 16:21,"Sitelinks,Tweet box,People also ask,Knowledge panel",29000,5750000,1,0,1,0,29-01-2022 09:47:55
253,jesperhus,dk,1,24000,0.5,0.85,jesperhus,28/01/2022 09:48,"Sitelinks,People also ask,Top stories,Videos,Image pack",25000,27000,1,0,1,0,29-01-2022 09:50:08
254,xxnx,dk,23,24000,,1.05,xxnx,27/01/2022 01:11,Sitelinks,37880000,25000,1,0,0,0,29-01-2022 09:52:50
255,net,dk,47,24000,0.8,0.85,net,23/01/2022 01:26,Sitelinks,4800000,46000,0,0,0,0,29-01-2022 09:54:11
256,tube8,dk,50,24000,0.1,1.08,tube8,23/01/2022 19:15,Sitelinks,5500000,28000,0,0,0,0,29-01-2022 09:52:23
257,vejle,dk,51,24000,1.3,0.27,vejle kommune,24/01/2022 20:36,"Sitelinks,People also ask,Knowledge panel,Image pack",41000,14000,0,0,0,0,29-01-2022 09:49:06
258,i,dk,61,24000,0.2,0.47,i,28/01/2022 14:22,"Sitelinks,Knowledge panel",8220000,6900,0,1,1,0,29-01-2022 09:52:42
259,mrgren,dk,6,24000,,,mr green,27/01/2022 22:07,"Adwords top,Sitelinks,Knowledge panel",25000,82000,1,0,1,1,29-01-2022 09:52:04
260,pengeby,dk,3,24000,0.1,1.02,pengeby,26/01/2022 23:39,"Sitelinks,People also ask,Top stories,Videos,Image pack,Knowledge panel",37000,29000,1,0,1,0,29-01-2022 09:50:57
261,printest,dk,5,24000,0.0,0.96,pinterest,24/01/2022 21:45,"Knowledge panel,Sitelinks,People also ask",561000,87000,1,0,1,1,29-01-2022 09:53:57
262,duckduck,dk,79,24000,0.0,1.03,duckduck,27/01/2022 02:04,"Adwords top,People also ask,Sitelinks,Knowledge panel",139000,55000,1,0,0,1,29-01-2022 09:53:45
263,pubmed,dk,9,24000,3.5,1.04,pubmed,26/01/2022 23:36,"Sitelinks,People also ask,Knowledge panel",4700000,24000,1,0,0,0,29-01-2022 09:50:53
264,flugger,dk,7,24000,0.1,0.84,flugger,25/01/2022 08:00,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",57000,28000,1,0,0,0,29-01-2022 09:49:23
265,expressen,dk,9,24000,0.8,0.92,expressen,24/01/2022 23:28,"Sitelinks,Knowledge panel",6830000,26000,0,0,0,0,29-01-2022 09:53:14
266,slik,dk,11,23000,0.3,0.46,slikworld,26/01/2022 20:38,"Sitelinks,People also ask,Knowledge panel",63000,5300,0,0,0,0,29-01-2022 09:50:08
267,shitzu,dk,0,23000,0.35,0.13,shih tzu,28/01/2022 10:23,"People also ask,Sitelinks,Knowledge panel",534000,2700,1,0,0,1,29-01-2022 09:53:06
268,gjensidige,dk,3,23000,0.7,0.93,gjensidige,26/01/2022 16:18,"Adwords top,Sitelinks,Knowledge panel",175000,27000,0,0,0,0,29-01-2022 09:56:08
269,esbjerg,dk,43,23000,0.8,0.3,esbjerg kommune,26/01/2022 18:37,"People also ask,Sitelinks,Image pack,Knowledge panel",53000,18000,0,0,0,0,29-01-2022 09:49:06
270,ringe,dk,3,23000,0.25,0.68,ringe,27/01/2022 01:32,"People also ask,Image pack,Sitelinks",129000,10000,1,0,0,0,29-01-2022 09:49:45
271,mitnykredit,dk,20,23000,0.15,1.05,nykredit netbank,27/01/2022 03:03,"Sitelinks,People also ask",24000,36000,1,0,1,0,29-01-2022 09:51:16
272,friends,dk,12,23000,0.05,0.38,friends,26/01/2022 14:23,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",4540000,2000,0,0,0,0,29-01-2022 09:47:43
273,tvsyd,dk,0,23000,0.01,1.03,tvsyd,28/01/2022 13:08,"Sitelinks,Top stories,Thumbnails,Knowledge panel",23000,52000,1,0,0,0,29-01-2022 09:48:27
274,bing,dk,61,23000,0.9,0.95,bing,25/01/2022 04:46,"Sitelinks,Knowledge panel",13950000,19000,0,0,0,0,29-01-2022 09:47:49
275,hk,dk,2,23000,0.1,0.96,hk,24/01/2022 12:28,"Adwords top,Sitelinks,People also ask,Knowledge panel,Tweet box",1530000,12000,0,1,1,0,29-01-2022 09:53:10
276,pinterist,dk,5,23000,0.0,0.78,pinterest,24/01/2022 06:19,"Knowledge panel,People also ask,Sitelinks",31000,87000,1,0,1,1,29-01-2022 09:55:04
277,hjemis,dk,0,23000,0.01,1.08,hjemis,27/01/2022 02:19,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",24000,51000,1,0,1,0,29-01-2022 09:47:27
278,drive,dk,54,23000,0.4,0.05,drev,28/01/2022 03:28,"Sitelinks,People also ask,Knowledge panel",13430000,12000,0,0,0,0,29-01-2022 09:51:13
279,brugsen,dk,40,23000,0.06,0.77,brugsen,28/01/2022 07:46,"People also ask,Sitelinks,Knowledge panel",26000,43000,1,0,1,0,29-01-2022 09:50:34
280,bil,dk,64,22000,0.35,0.54,biltorvet,28/01/2022 12:42,"Adwords top,People also ask,Sitelinks",285000,70000,0,0,0,0,29-01-2022 09:53:57
281,hund,dk,33,22000,1.0,0.36,hund,27/01/2022 03:12,"Sitelinks,Knowledge panel",395000,4300,0,0,0,0,29-01-2022 09:50:29
282,pudelek,dk,0,22000,0.02,0.94,pudelek,27/01/2022 07:18,"Sitelinks,Image pack",9440000,18000,1,0,0,1,29-01-2022 09:52:53
283,suzuki,dk,7,22000,0.15,0.77,suzuki,27/01/2022 06:06,"Sitelinks,People also ask,Image pack,Knowledge panel",2670000,13000,1,0,0,0,29-01-2022 09:53:35
284,wupti,dk,1,22000,0.04,0.99,wupti,24/01/2022 02:15,"Sitelinks,People also ask,Knowledge panel",22000,9500,0,0,0,0,29-01-2022 09:54:41
285,musik,dk,36,22000,0.7,0.49,you tube musik,27/01/2022 13:05,"Top stories,Videos,People also ask,Sitelinks,Image pack",567000,38000,0,0,0,0,29-01-2022 09:50:02
286,merc,dk,1,22000,0.45,0.4,merc,24/01/2022 22:48,"Sitelinks,Top stories,Videos",406000,2900,0,0,0,0,29-01-2022 09:55:08
287,bbr,dk,6,22000,0.06,1.26,bbr,28/01/2022 06:01,"People also ask,Sitelinks",88000,22000,0,0,0,0,29-01-2022 09:51:37
288,vesselfinder,dk,26,22000,0.5,0.9,vesselfinder,27/01/2022 05:18,"Sitelinks,Image pack",390000,27000,1,0,0,1,29-01-2022 09:52:44
289,vinter,dk,0,22000,0.1,0.22,vinter,25/01/2022 04:56,"Sitelinks,Image pack,Top stories,Videos",70000,1800,0,0,0,0,29-01-2022 09:55:34
290,girl,dk,62,22000,,0.75,girl,26/01/2022 15:31,"Image pack,Sitelinks,Top stories,Videos",5190000,1700,0,0,0,0,29-01-2022 09:54:14
291,rule34,dk,66,21000,,1.12,rule34,27/01/2022 22:30,Sitelinks,5210000,19000,1,0,0,0,29-01-2022 09:49:23
292,vejrudsigt,dk,9,21000,0.02,0.6,dmi,28/01/2022 04:46,"Sitelinks,People also ask,Image pack",21000,933000,1,0,1,0,29-01-2022 09:54:47
293,pilgrim,dk,0,21000,0.2,0.97,pilgrim,26/01/2022 18:19,"Sitelinks,People also ask,Top stories,Videos",262000,19000,0,0,0,0,29-01-2022 09:48:22
294,ethereum,dk,78,21000,4.0,0.87,ethererum,27/01/2022 17:55,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",5540000,5100,0,0,0,0,29-01-2022 09:47:59
295,tv2nyheder,dk,65,21000,0.25,0.97,tv2 nyhederne,27/01/2022 00:29,"Sitelinks,Knowledge panel",21000,2460000,1,1,1,0,29-01-2022 09:49:06
296,pfizer,dk,75,21000,0.1,0.65,pfizer,25/01/2022 01:59,"Sitelinks,Knowledge panel",7000000,8600,0,0,0,0,29-01-2022 09:50:46
297,skype,dk,2,21000,0.6,0.98,skype,26/01/2022 17:06,"Sitelinks,People also ask,Knowledge panel",5970000,20000,0,0,0,0,29-01-2022 09:50:24
298,c,dk,84,21000,0.6,0.37,c,26/01/2022 13:24,"Sitelinks,Top stories,Videos,Image pack,Knowledge panel",7920000,3500,0,1,1,0,29-01-2022 09:49:00
299,timer,dk,87,21000,0.7,0.82,timer,25/01/2022 08:23,Sitelinks,5050000,17000,0,0,0,0,29-01-2022 09:49:40
300,spisesteder,dk,0,21000,0.45,0.28,restauranter,25/01/2022 00:51,People also ask,28000,21000,1,1,1,0,29-01-2022 09:56:03
301,vinduer,dk,22,21000,3.0,1.39,vinduer,27/01/2022 16:04,"People also ask,Sitelinks,Image pack",28000,6100,0,0,1,0,29-01-2022 09:48:33
302,bikini,dk,1,21000,1.6,0.99,bikini,26/01/2022 19:27,Image pack,1880000,14000,0,0,0,0,29-01-2022 09:55:02
303,ps4,dk,1,21000,0.3,0.78,ps4,27/01/2022 07:00,"Sitelinks,People also ask",5380000,6000,1,0,0,0,29-01-2022 09:51:57
304,tumler,dk,0,21000,0.0,0.44,tumler,28/01/2022 07:56,"Sitelinks,People also ask,Top stories,Videos,Image pack",23000,2700,1,0,1,0,29-01-2022 09:53:07
305,kirppu,dk,0,21000,0.02,0.92,kirppu,25/01/2022 05:20,"Sitelinks,People also ask,Image pack",25000,32000,1,0,0,0,29-01-2022 09:54:39
306,x,dk,15,21000,2.5,0.49,x,23/01/2022 10:59,"Thumbnails,Top stories,Videos,Sitelinks,Image pack",13670000,2200,0,1,1,0,29-01-2022 09:52:51
307,juventus,dk,69,21000,0.6,0.48,juventus,27/01/2022 10:31,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",17470000,2200,0,0,0,0,29-01-2022 09:53:51
308,envii,dk,0,21000,0.02,1.03,envii,27/01/2022 18:59,"Adwords top,Sitelinks",29000,17000,0,0,0,0,29-01-2022 09:51:41
309,fisk,dk,1,20000,0.35,0.27,fisk,27/01/2022 15:27,"People also ask,Sitelinks,Image pack",124000,1600,0,0,0,0,29-01-2022 09:50:40
310,tettris,dk,15,20000,0.25,0.88,tetris,27/01/2022 20:09,"Sitelinks,Knowledge panel",22000,25000,1,0,0,1,29-01-2022 09:50:29
311,gif,dk,12,20000,0.05,0.59,gif,24/01/2022 18:48,"Sitelinks,Image pack,People also ask,Top stories,Videos",2920000,16000,0,0,0,0,29-01-2022 09:47:21
312,ups,dk,3,20000,0.2,0.89,ups,27/01/2022 11:23,"Sitelinks,Knowledge panel",8560000,19000,0,0,0,0,29-01-2022 09:52:15
313,sheets,dk,78,20000,1.7,0.03,sheets,23/01/2022 08:19,"People also ask,Sitelinks",1610000,1400,1,0,0,0,29-01-2022 09:55:06
314,eriksen,dk,12,20000,0.7,0.66,kan,28/01/2022 09:13,"Sitelinks,Top stories,Videos,Knowledge panel",2620000,0,0,0,0,0,29-01-2022 09:55:23
315,illum,dk,5,20000,0.15,0.89,illum,23/01/2022 02:55,"Sitelinks,People also ask,Knowledge panel",48000,17000,0,0,0,0,29-01-2022 09:55:40
316,2048,dk,49,20000,0.08,1.02,2048,24/01/2022 20:14,"Knowledge panel,Sitelinks",1810000,14000,0,0,0,0,29-01-2022 09:49:55
317,spejl,dk,2,20000,0.4,0.9,spejl,27/01/2022 14:39,Image pack,21000,15000,1,0,1,0,29-01-2022 09:47:43
318,field,dk,37,20000,0.45,0.35,fields,25/01/2022 13:21,"Sitelinks,Image pack,Top stories,Videos",334000,12000,0,0,0,0,29-01-2022 09:53:46
319,itunes,dk,3,20000,0.1,1.05,itunes,25/01/2022 05:08,"Sitelinks,People also ask,Knowledge panel",4350000,21000,0,0,0,0,29-01-2022 09:53:24
320,kurir,dk,0,20000,0.7,0.98,kurir,24/01/2022 16:40,"Sitelinks,Knowledge panel",12470000,20000,1,0,0,0,29-01-2022 09:51:24
321,j,dk,7,20000,0.8,0.35,j,28/01/2022 09:12,"Sitelinks,Top stories,Videos,Knowledge panel",5640000,1100,0,1,1,0,29-01-2022 09:53:56
322,erhvervsstyrelsen,dk,6,19000,0.0,0.9,erhvervsstyrelsen,26/01/2022 14:25,"Sitelinks,People also ask,Knowledge panel",21000,23000,1,0,1,0,29-01-2022 09:50:13
323,heste,dk,2,19000,0.2,0.37,hest,26/01/2022 19:03,"Sitelinks,People also ask,Shopping results,Thumbnails,Knowledge panel",23000,2900,0,0,0,0,29-01-2022 09:49:28
324,cellbes,dk,1,19000,0.02,1.03,cellbes,25/01/2022 14:01,"Sitelinks,Image pack",256000,37000,0,0,1,0,29-01-2022 09:53:31
325,wienerschnitzel,dk,1,19000,0.2,0.86,wienerschnitzel,28/01/2022 05:41,"Top stories,Thumbnails,Sitelinks,Videos,Knowledge panel",278000,10000,1,0,0,0,29-01-2022 09:47:33
326,nudes,dk,0,19000,,0.49,nudes,27/01/2022 19:54,"People also ask,Sitelinks",3840000,2000,1,0,0,0,29-01-2022 09:52:27
